"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Ooststellingwerf";85;"Ooststellingwerf";25469;"05-08-2020";"18-08-2020";0;0;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"05-08-2020";"18-08-2020";6;61,6;0;0;0;0
"Opmeer";432;"Opmeer";11836;"05-08-2020";"18-08-2020";2;16,9;0;0;0;0
"Opsterland";86;"Opsterland";29733;"05-08-2020";"18-08-2020";0;0;0;0;0;0
"Oss";828;"Oss";91915;"05-08-2020";"18-08-2020";30;32,6;1;1,1;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"05-08-2020";"18-08-2020";4;10,2;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"05-08-2020";"18-08-2020";8;57;0;0;0;0
"Oudewater";589;"Oudewater";10230;"05-08-2020";"18-08-2020";2;19,6;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"05-08-2020";"18-08-2020";4;8,3;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"05-08-2020";"18-08-2020";7;21,8;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"05-08-2020";"18-08-2020";2;4,6;0;0;0;0
"Pekela";765;"Pekela";12196;"05-08-2020";"18-08-2020";2;16,4;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"05-08-2020";"18-08-2020";26;47;0;0;0;0
"Purmerend";439;"Purmerend";81249;"05-08-2020";"18-08-2020";34;41,8;3;3,7;0;0
"Putten";273;"Putten";24112;"05-08-2020";"18-08-2020";9;37,3;0;0;0;0
"Raalte";177;"Raalte";37712;"05-08-2020";"18-08-2020";3;8;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"05-08-2020";"18-08-2020";1;4,4;0;0;0;0
"Renkum";274;"Renkum";31419;"05-08-2020";"18-08-2020";7;22,3;0;0;0;0
"Renswoude";339;"Renswoude";5444;"05-08-2020";"18-08-2020";1;18,4;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"05-08-2020";"18-08-2020";5;38,1;0;0;0;0
"Rheden";275;"Rheden";43761;"05-08-2020";"18-08-2020";4;9,1;0;0;0;0
"Rhenen";340;"Rhenen";20119;"05-08-2020";"18-08-2020";1;5;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"05-08-2020";"18-08-2020";26;56,3;1;2,2;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"05-08-2020";"18-08-2020";4;10,5;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"05-08-2020";"18-08-2020";36;66,1;1;1,8;1;1,8
"Roerdalen";1669;"Roerdalen";20574;"05-08-2020";"18-08-2020";9;43,7;0;0;0;0
"Roermond";957;"Roermond";58260;"05-08-2020";"18-08-2020";21;36;0;0;0;0
"Roosendaal";1674;"Roosendaal";77251;"05-08-2020";"18-08-2020";43;55,7;0;0;0;0
"Rotterdam";599;"Rotterdam";651157;"05-08-2020";"18-08-2020";1195;183,5;23;3,5;6;0,9
"Rozendaal";277;"Rozendaal";1704;"05-08-2020";"18-08-2020";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"05-08-2020";"18-08-2020";0;0;0;0;0;0
"Schagen";441;"Schagen";46483;"05-08-2020";"18-08-2020";3;6,5;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"05-08-2020";"18-08-2020";3;30,4;0;0;0;0
