"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Peel en Maas";1894;"Peel en Maas";43425;"11-11-2020";"24-11-2020";154;354,6;1;2,3;0;0
"Pekela";765;"Pekela";12196;"11-11-2020";"24-11-2020";8;65,6;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"11-11-2020";"24-11-2020";233;421,3;1;1,8;1;1,8
"Purmerend";439;"Purmerend";81249;"11-11-2020";"24-11-2020";221;272;2;2,5;5;6,2
"Putten";273;"Putten";24112;"11-11-2020";"24-11-2020";124;514,3;0;0;1;4,1
"Raalte";177;"Raalte";37712;"11-11-2020";"24-11-2020";117;310,2;1;2,7;0;0
"Reimerswaal";703;"Reimerswaal";22730;"11-11-2020";"24-11-2020";62;272,8;1;4,4;0;0
"Renkum";274;"Renkum";31419;"11-11-2020";"24-11-2020";76;241,9;0;0;0;0
"Renswoude";339;"Renswoude";5444;"11-11-2020";"24-11-2020";11;202,1;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"11-11-2020";"24-11-2020";53;404,2;0;0;0;0
"Rheden";275;"Rheden";43761;"11-11-2020";"24-11-2020";157;358,8;0;0;0;0
"Rhenen";340;"Rhenen";20119;"11-11-2020";"24-11-2020";95;472,2;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"11-11-2020";"24-11-2020";270;584,6;2;4,3;10;21,7
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"11-11-2020";"24-11-2020";210;550,1;2;5,2;1;2,6
"Rijswijk";603;"Rijswijk";54450;"11-11-2020";"24-11-2020";236;433,4;9;16,5;5;9,2
"Roerdalen";1669;"Roerdalen";20574;"11-11-2020";"24-11-2020";62;301,4;0;0;0;0
"Roermond";957;"Roermond";58260;"11-11-2020";"24-11-2020";216;370,8;0;0;1;1,7
"Roosendaal";1674;"Roosendaal";77251;"11-11-2020";"24-11-2020";495;640,8;9;11,7;3;3,9
