"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Hardenberg";160;"Hardenberg";60948;"28-10-2020";"10-11-2020";226;370,8;1;1,6;1;1,6
"Harderwijk";243;"Harderwijk";48414;"28-10-2020";"10-11-2020";194;400,7;3;6,2;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"28-10-2020";"10-11-2020";184;1005,7;0;0;3;16,4
"Harlingen";72;"Harlingen";15722;"28-10-2020";"10-11-2020";19;120,8;1;6,4;1;6,4
"Hattem";244;"Hattem";12209;"28-10-2020";"10-11-2020";40;327,6;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"28-10-2020";"10-11-2020";234;597,2;1;2,6;6;15,3
"Heemstede";397;"Heemstede";27234;"28-10-2020";"10-11-2020";72;264,4;0;0;0;0
"Heerde";246;"Heerde";18589;"28-10-2020";"10-11-2020";51;274,4;0;0;1;5,4
"Heerenveen";74;"Heerenveen";50493;"28-10-2020";"10-11-2020";118;233,7;1;2;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"28-10-2020";"10-11-2020";293;508,8;3;5,2;0;0
"Heerlen";917;"Heerlen";87086;"28-10-2020";"10-11-2020";338;388,1;1;1,1;2;2,3
"Heeze-Leende";1658;"Heeze-Leende";16152;"28-10-2020";"10-11-2020";86;532,4;1;6,2;3;18,6
"Heiloo";399;"Heiloo";23968;"28-10-2020";"10-11-2020";87;363;0;0;1;4,2
"Hellendoorn";163;"Hellendoorn";35916;"28-10-2020";"10-11-2020";251;698,9;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"28-10-2020";"10-11-2020";215;535,6;3;7,5;2;5
"Helmond";794;"Helmond";92423;"28-10-2020";"10-11-2020";732;792;6;6,5;7;7,6
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"28-10-2020";"10-11-2020";311;996,7;0;0;1;3,2
"Hengelo";164;"Hengelo";81140;"28-10-2020";"10-11-2020";491;605,1;2;2,5;2;2,5
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"28-10-2020";"10-11-2020";997;642,8;5;3,2;9;5,8
"Het Hogeland";1966;"Het Hogeland";47801;"28-10-2020";"10-11-2020";104;217,6;1;2,1;1;2,1
"Heumen";252;"Heumen";16454;"28-10-2020";"10-11-2020";80;486,2;0;0;0;0
"Heusden";797;"Heusden";44692;"28-10-2020";"10-11-2020";371;830,1;3;6,7;3;6,7
"Hillegom";534;"Hillegom";22209;"28-10-2020";"10-11-2020";68;306,2;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"28-10-2020";"10-11-2020";141;908,6;3;19,3;5;32,2
"Hilversum";402;"Hilversum";90831;"28-10-2020";"10-11-2020";443;487,7;5;5,5;6;6,6
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"28-10-2020";"10-11-2020";479;548;0;0;1;1,1
"Hof van Twente";1735;"Hof van Twente";35017;"28-10-2020";"10-11-2020";262;748,2;1;2,9;2;5,7
"Hollands Kroon";1911;"Hollands Kroon";48432;"28-10-2020";"10-11-2020";179;369,6;3;6,2;0;0
"Hoogeveen";118;"Hoogeveen";55699;"28-10-2020";"10-11-2020";163;292,6;3;5,4;2;3,6
"Hoorn";405;"Hoorn";73261;"28-10-2020";"10-11-2020";364;496,9;2;2,7;2;2,7
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"28-10-2020";"10-11-2020";261;615,1;2;4,7;0;0
"Houten";321;"Houten";50146;"28-10-2020";"10-11-2020";289;576,3;5;10;21;41,9
"Huizen";406;"Huizen";41273;"28-10-2020";"10-11-2020";293;709,9;3;7,3;5;12,1
"Hulst";677;"Hulst";27556;"28-10-2020";"10-11-2020";201;729,4;6;21,8;1;3,6
"IJsselstein";353;"IJsselstein";34109;"28-10-2020";"10-11-2020";210;615,7;2;5,9;9;26,4
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"28-10-2020";"10-11-2020";119;435,9;1;3,7;0;0
"Kampen";166;"Kampen";54319;"28-10-2020";"10-11-2020";130;239,3;2;3,7;0;0
"Kapelle";678;"Kapelle";12695;"28-10-2020";"10-11-2020";26;204,8;0;0;0;0
"Katwijk";537;"Katwijk";65753;"28-10-2020";"10-11-2020";621;944,4;7;10,6;5;7,6
"Kerkrade";928;"Kerkrade";45749;"28-10-2020";"10-11-2020";152;332,2;4;8,7;2;4,4
"Koggenland";1598;"Koggenland";22749;"28-10-2020";"10-11-2020";142;624,2;2;8,8;2;8,8
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"28-10-2020";"10-11-2020";198;670,6;3;10,2;10;33,9
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"28-10-2020";"10-11-2020";384;681,8;7;12,4;7;12,4
"Laarbeek";1659;"Laarbeek";22523;"28-10-2020";"10-11-2020";142;630,5;0;0;1;4,4
"Landerd";1685;"Landerd";15730;"28-10-2020";"10-11-2020";97;616,7;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"28-10-2020";"10-11-2020";110;293,8;1;2,7;0;0
"Landsmeer";415;"Landsmeer";11491;"28-10-2020";"10-11-2020";79;687,5;1;8,7;0;0
"Langedijk";416;"Langedijk";28163;"28-10-2020";"10-11-2020";160;568,1;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"28-10-2020";"10-11-2020";368;589,9;4;6,4;5;8
"Laren";417;"Laren";11280;"28-10-2020";"10-11-2020";71;629,4;0;0;3;26,6
"Leeuwarden";80;"Leeuwarden";124084;"28-10-2020";"10-11-2020";193;155,5;1;0,8;3;2,4
"Leiden";546;"Leiden";125099;"28-10-2020";"10-11-2020";709;566,8;4;3,2;2;1,6
"Leiderdorp";547;"Leiderdorp";27056;"28-10-2020";"10-11-2020";166;613,5;3;11,1;3;11,1
