"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Moerdijk";1709;"Moerdijk";37129;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Molenlanden";1978;"Molenlanden";43909;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Montferland";1955;"Montferland";36011;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Montfoort";335;"Montfoort";13917;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nederweert";946;"Nederweert";17019;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nissewaard";1930;"Nissewaard";85219;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"19-02-2020";"03-03-2020";1;4;0;0;0;0
"Oirschot";823;"Oirschot";18714;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oisterwijk";824;"Oisterwijk";26245;"19-02-2020";"03-03-2020";1;3,8;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Ommen";175;"Ommen";18009;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Opmeer";432;"Opmeer";11836;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Opsterland";86;"Opsterland";29733;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oss";828;"Oss";91915;"19-02-2020";"03-03-2020";1;1,1;0;0;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Oudewater";589;"Oudewater";10230;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Pekela";765;"Pekela";12196;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"19-02-2020";"03-03-2020";1;1,8;0;0;0;0
"Purmerend";439;"Purmerend";81249;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Putten";273;"Putten";24112;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Raalte";177;"Raalte";37712;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Renkum";274;"Renkum";31419;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Renswoude";339;"Renswoude";5444;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Rheden";275;"Rheden";43761;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Rhenen";340;"Rhenen";20119;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"19-02-2020";"03-03-2020";1;2,2;0;0;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Roerdalen";1669;"Roerdalen";20574;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Roermond";957;"Roermond";58260;"19-02-2020";"03-03-2020";0;0;1;1,7;0;0
"Roosendaal";1674;"Roosendaal";77251;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Rotterdam";599;"Rotterdam";651157;"19-02-2020";"03-03-2020";6;0,9;0;0;0;0
"Rozendaal";277;"Rozendaal";1704;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Schagen";441;"Schagen";46483;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Schiedam";606;"Schiedam";78730;"19-02-2020";"03-03-2020";0;0;1;1,3;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"19-02-2020";"03-03-2020";0;0;1;3;0;0
"Simpelveld";965;"Simpelveld";10555;"19-02-2020";"03-03-2020";2;18,9;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"19-02-2020";"03-03-2020";0;0;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"19-02-2020";"03-03-2020";4;13,7;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"19-02-2020";"03-03-2020";2;2,2;1;1,1;0;0
