"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Hardenberg";160;"Hardenberg";60948;"14-10-2020";"27-10-2020";337;552,9;1;1,6;0;0
"Harderwijk";243;"Harderwijk";48414;"14-10-2020";"27-10-2020";201;415,2;2;4,1;2;4,1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"14-10-2020";"27-10-2020";182;994,8;0;0;2;10,9
"Harlingen";72;"Harlingen";15722;"14-10-2020";"27-10-2020";39;248,1;0;0;0;0
"Hattem";244;"Hattem";12209;"14-10-2020";"27-10-2020";49;401,3;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"14-10-2020";"27-10-2020";303;773,3;2;5,1;1;2,6
"Heemstede";397;"Heemstede";27234;"14-10-2020";"27-10-2020";135;495,7;2;7,3;2;7,3
"Heerde";246;"Heerde";18589;"14-10-2020";"27-10-2020";53;285,1;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"14-10-2020";"27-10-2020";106;209,9;1;2;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"14-10-2020";"27-10-2020";330;573;3;5,2;1;1,7
"Heerlen";917;"Heerlen";87086;"14-10-2020";"27-10-2020";310;356;4;4,6;1;1,1
"Heeze-Leende";1658;"Heeze-Leende";16152;"14-10-2020";"27-10-2020";151;934,9;2;12,4;0;0
"Heiloo";399;"Heiloo";23968;"14-10-2020";"27-10-2020";139;579,9;1;4,2;1;4,2
"Hellendoorn";163;"Hellendoorn";35916;"14-10-2020";"27-10-2020";279;776,8;1;2,8;1;2,8
"Hellevoetsluis";530;"Hellevoetsluis";40142;"14-10-2020";"27-10-2020";273;680,1;4;10;2;5
"Helmond";794;"Helmond";92423;"14-10-2020";"27-10-2020";797;862,3;1;1,1;1;1,1
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"14-10-2020";"27-10-2020";309;990,3;0;0;2;6,4
"Hengelo";164;"Hengelo";81140;"14-10-2020";"27-10-2020";657;809,7;3;3,7;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"14-10-2020";"27-10-2020";1031;664,7;11;7,1;10;6,4
"Het Hogeland";1966;"Het Hogeland";47801;"14-10-2020";"27-10-2020";160;334,7;0;0;2;4,2
"Heumen";252;"Heumen";16454;"14-10-2020";"27-10-2020";98;595,6;0;0;2;12,2
"Heusden";797;"Heusden";44692;"14-10-2020";"27-10-2020";352;787,6;5;11,2;1;2,2
"Hillegom";534;"Hillegom";22209;"14-10-2020";"27-10-2020";147;661,9;1;4,5;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"14-10-2020";"27-10-2020";154;992,4;2;12,9;2;12,9
"Hilversum";402;"Hilversum";90831;"14-10-2020";"27-10-2020";586;645,2;5;5,5;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"14-10-2020";"27-10-2020";656;750,6;1;1,1;7;8
"Hof van Twente";1735;"Hof van Twente";35017;"14-10-2020";"27-10-2020";236;674;1;2,9;0;0
