"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Schiedam";606;"Schiedam";78730;"02-09-2020";"15-09-2020";118;149,9;0;0;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"02-09-2020";"15-09-2020";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"02-09-2020";"15-09-2020";19;56,1;0;0;0;0
"Simpelveld";965;"Simpelveld";10555;"02-09-2020";"15-09-2020";2;18,9;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"02-09-2020";"15-09-2020";5;42,9;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"02-09-2020";"15-09-2020";13;44,5;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"02-09-2020";"15-09-2020";24;26;0;0;0;0
"Sliedrecht";610;"Sliedrecht";25220;"02-09-2020";"15-09-2020";13;51,5;0;0;0;0
"Sluis";1714;"Sluis";23210;"02-09-2020";"15-09-2020";0;0;0;0;0;0
"Smallingerland";90;"Smallingerland";56150;"02-09-2020";"15-09-2020";7;12,5;0;0;0;0
"Soest";342;"Soest";46606;"02-09-2020";"15-09-2020";30;64,4;0;0;0;0
"Someren";847;"Someren";19368;"02-09-2020";"15-09-2020";1;5,2;0;0;0;0
"Son en Breugel";848;"Son en Breugel";17322;"02-09-2020";"15-09-2020";6;34,6;0;0;0;0
"Stadskanaal";37;"Stadskanaal";31686;"02-09-2020";"15-09-2020";7;22,1;0;0;0;0
"Staphorst";180;"Staphorst";17145;"02-09-2020";"15-09-2020";5;29,2;0;0;0;0
"Stede Broec";532;"Stede Broec";21726;"02-09-2020";"15-09-2020";5;23;0;0;0;0
"Steenbergen";851;"Steenbergen";24416;"02-09-2020";"15-09-2020";10;41;0;0;0;0
"Steenwijkerland";1708;"Steenwijkerland";44126;"02-09-2020";"15-09-2020";7;15,9;0;0;0;0
"Stein";971;"Stein";25007;"02-09-2020";"15-09-2020";2;8;0;0;0;0
"Stichtse Vecht";1904;"Stichtse Vecht";64931;"02-09-2020";"15-09-2020";78;120,1;1;1,5;0;0
"Súdwest-Fryslân";1900;"Súdwest-Fryslân";89987;"02-09-2020";"15-09-2020";18;20;1;1,1;0;0
"Terneuzen";715;"Terneuzen";54426;"02-09-2020";"15-09-2020";7;12,9;0;0;0;0
"Terschelling";93;"Terschelling";4888;"02-09-2020";"15-09-2020";1;20,5;0;0;0;0
"Texel";448;"Texel";13575;"02-09-2020";"15-09-2020";3;22,1;0;0;0;0
"Teylingen";1525;"Teylingen";37440;"02-09-2020";"15-09-2020";26;69,4;0;0;0;0
"Tholen";716;"Tholen";25757;"02-09-2020";"15-09-2020";6;23,3;0;0;0;0
"Tiel";281;"Tiel";42159;"02-09-2020";"15-09-2020";20;47,4;0;0;0;0
"Tilburg";855;"Tilburg";219789;"02-09-2020";"15-09-2020";214;97,4;1;0,5;0;0
"Tubbergen";183;"Tubbergen";21275;"02-09-2020";"15-09-2020";5;23,5;0;0;0;0
"Twenterand";1700;"Twenterand";33743;"02-09-2020";"15-09-2020";2;5,9;0;0;0;0
"Tynaarlo";1730;"Tynaarlo";33887;"02-09-2020";"15-09-2020";5;14,8;0;0;0;0
"Tytsjerksteradiel";737;"Tytsjerksteradiel";32052;"02-09-2020";"15-09-2020";3;9,4;0;0;0;0
"Uden";856;"Uden";42119;"02-09-2020";"15-09-2020";9;21,4;0;0;0;0
"Uitgeest";450;"Uitgeest";13666;"02-09-2020";"15-09-2020";9;65,9;0;0;0;0
"Uithoorn";451;"Uithoorn";29478;"02-09-2020";"15-09-2020";40;135,7;0;0;0;0
"Urk";184;"Urk";21031;"02-09-2020";"15-09-2020";0;0;0;0;0;0
"Utrecht";344;"Utrecht";357597;"02-09-2020";"15-09-2020";492;137,6;8;2,2;0;0
"Utrechtse Heuvelrug";1581;"Utrechtse Heuvelrug";49580;"02-09-2020";"15-09-2020";26;52,4;0;0;0;0
"Vaals";981;"Vaals";10105;"02-09-2020";"15-09-2020";2;19,8;0;0;0;0
"Valkenburg aan de Geul";994;"Valkenburg aan de Geul";16367;"02-09-2020";"15-09-2020";1;6,1;0;0;0;0
"Valkenswaard";858;"Valkenswaard";31193;"02-09-2020";"15-09-2020";22;70,5;1;3,2;0;0
"Veendam";47;"Veendam";27384;"02-09-2020";"15-09-2020";10;36,5;0;0;0;0
"Veenendaal";345;"Veenendaal";66493;"02-09-2020";"15-09-2020";28;42,1;0;0;0;0
"Veere";717;"Veere";21880;"02-09-2020";"15-09-2020";3;13,7;0;0;0;0
"Veldhoven";861;"Veldhoven";45466;"02-09-2020";"15-09-2020";15;33;0;0;0;0
"Velsen";453;"Velsen";68648;"02-09-2020";"15-09-2020";84;122,4;1;1,5;3;4,4
"Venlo";983;"Venlo";101802;"02-09-2020";"15-09-2020";55;54;2;2;2;2
"Venray";984;"Venray";43614;"02-09-2020";"15-09-2020";24;55;0;0;0;0
"Vijfheerenlanden";1961;"Vijfheerenlanden";56811;"02-09-2020";"15-09-2020";43;75,7;1;1,8;0;0
"Vlaardingen";622;"Vlaardingen";73397;"02-09-2020";"15-09-2020";83;113,1;0;0;0;0
"Vlieland";96;"Vlieland";1155;"02-09-2020";"15-09-2020";0;0;0;0;0;0
"Vlissingen";718;"Vlissingen";44360;"02-09-2020";"15-09-2020";12;27,1;0;0;0;0
"Voerendaal";986;"Voerendaal";12475;"02-09-2020";"15-09-2020";1;8;0;0;0;0
"Voorschoten";626;"Voorschoten";25596;"02-09-2020";"15-09-2020";26;101,6;0;0;0;0
"Voorst";285;"Voorst";24552;"02-09-2020";"15-09-2020";2;8,1;0;0;0;0
"Vught";865;"Vught";26558;"02-09-2020";"15-09-2020";14;52,7;0;0;0;0
"Waadhoeke";1949;"Waadhoeke";46090;"02-09-2020";"15-09-2020";3;6,5;0;0;0;0
"Waalre";866;"Waalre";17456;"02-09-2020";"15-09-2020";10;57,3;0;0;0;0
"Waalwijk";867;"Waalwijk";48637;"02-09-2020";"15-09-2020";31;63,7;1;2,1;0;0
"Waddinxveen";627;"Waddinxveen";29291;"02-09-2020";"15-09-2020";34;116,1;0;0;0;0
"Wageningen";289;"Wageningen";39664;"02-09-2020";"15-09-2020";53;133,6;0;0;0;0
"Wassenaar";629;"Wassenaar";26305;"02-09-2020";"15-09-2020";28;106,4;1;3,8;0;0
"Waterland";852;"Waterland";17424;"02-09-2020";"15-09-2020";20;114,8;0;0;0;0
"Weert";988;"Weert";50105;"02-09-2020";"15-09-2020";8;16;0;0;0;0
"Weesp";457;"Weesp";19738;"02-09-2020";"15-09-2020";33;167,2;0;0;0;0
"West Betuwe";1960;"West Betuwe";51128;"02-09-2020";"15-09-2020";13;25,4;0;0;0;0
"West Maas en Waal";668;"West Maas en Waal";19324;"02-09-2020";"15-09-2020";6;31;1;5,2;0;0
"Westerkwartier";1969;"Westerkwartier";63329;"02-09-2020";"15-09-2020";6;9,5;0;0;0;0
"Westerveld";1701;"Westerveld";19460;"02-09-2020";"15-09-2020";1;5,1;0;0;0;0
"Westervoort";293;"Westervoort";14971;"02-09-2020";"15-09-2020";5;33,4;0;0;0;0
"Westerwolde";1950;"Westerwolde";25733;"02-09-2020";"15-09-2020";3;11,7;0;0;0;0
"Westland";1783;"Westland";110375;"02-09-2020";"15-09-2020";95;86,1;1;0,9;0;0
"Weststellingwerf";98;"Weststellingwerf";25914;"02-09-2020";"15-09-2020";7;27;0;0;0;0
"Westvoorne";614;"Westvoorne";14731;"02-09-2020";"15-09-2020";11;74,7;0;0;0;0
"Wierden";189;"Wierden";24446;"02-09-2020";"15-09-2020";13;53,2;0;0;0;0
"Wijchen";296;"Wijchen";41110;"02-09-2020";"15-09-2020";27;65,7;0;0;0;0
"Wijdemeren";1696;"Wijdemeren";24358;"02-09-2020";"15-09-2020";26;106,7;0;0;0;0
"Wijk bij Duurstede";352;"Wijk bij Duurstede";23914;"02-09-2020";"15-09-2020";9;37,6;0;0;0;0
"Winterswijk";294;"Winterswijk";28854;"02-09-2020";"15-09-2020";2;6,9;0;0;0;0
"Woensdrecht";873;"Woensdrecht";21876;"02-09-2020";"15-09-2020";5;22,9;0;0;0;0
"Woerden";632;"Woerden";52299;"02-09-2020";"15-09-2020";29;55,5;2;3,8;0;0
"Wormerland";880;"Wormerland";16270;"02-09-2020";"15-09-2020";4;24,6;0;0;0;0
"Woudenberg";351;"Woudenberg";13362;"02-09-2020";"15-09-2020";8;59,9;0;0;0;0
"Zaanstad";479;"Zaanstad";156794;"02-09-2020";"15-09-2020";167;106,5;5;3,2;1;0,6
"Zaltbommel";297;"Zaltbommel";28881;"02-09-2020";"15-09-2020";9;31,2;0;0;0;0
"Zandvoort";473;"Zandvoort";17116;"02-09-2020";"15-09-2020";11;64,3;0;0;1;5,8
"Zeewolde";50;"Zeewolde";22653;"02-09-2020";"15-09-2020";20;88,3;0;0;0;0
"Zeist";355;"Zeist";64905;"02-09-2020";"15-09-2020";67;103,2;0;0;0;0
"Zevenaar";299;"Zevenaar";43750;"02-09-2020";"15-09-2020";22;50,3;1;2,3;0;0
"Zoetermeer";637;"Zoetermeer";125285;"02-09-2020";"15-09-2020";185;147,7;3;2,4;0;0
"Zoeterwoude";638;"Zoeterwoude";8605;"02-09-2020";"15-09-2020";6;69,7;0;0;0;0
"Zuidplas";1892;"Zuidplas";43885;"02-09-2020";"15-09-2020";69;157,2;2;4,6;0;0
"Zundert";879;"Zundert";21829;"02-09-2020";"15-09-2020";6;27,5;0;0;0;0
"Zutphen";301;"Zutphen";47934;"02-09-2020";"15-09-2020";7;14,6;0;0;0;0
"Zwartewaterland";1896;"Zwartewaterland";22685;"02-09-2020";"15-09-2020";6;26,4;0;0;0;0
"Zwijndrecht";642;"Zwijndrecht";44737;"02-09-2020";"15-09-2020";41;91,6;0;0;0;0
"Zwolle";193;"Zwolle";128840;"02-09-2020";"15-09-2020";61;47,3;0;0;0;0
