"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"22-07-2020";"04-08-2020";2;5;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"22-07-2020";"04-08-2020";5;16,3;0;0;0;0
"Gennep";907;"Gennep";16921;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"22-07-2020";"04-08-2020";6;22,7;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"22-07-2020";"04-08-2020";3;6;0;0;0;0
"Goes";664;"Goes";38082;"22-07-2020";"04-08-2020";16;42;1;2,6;0;0
"Goirle";785;"Goirle";23904;"22-07-2020";"04-08-2020";6;25,1;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"22-07-2020";"04-08-2020";8;13,8;0;0;0;0
"Gorinchem";512;"Gorinchem";37022;"22-07-2020";"04-08-2020";29;78,3;0;0;0;0
"Gouda";513;"Gouda";73427;"22-07-2020";"04-08-2020";69;94;2;2,7;0;0
"Grave";786;"Grave";12436;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"22-07-2020";"04-08-2020";338;61,9;4;0,7;3;0,5
"Groningen";14;"Groningen";232874;"22-07-2020";"04-08-2020";32;13,7;0;0;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"22-07-2020";"04-08-2020";1;7,1;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Haaren";788;"Haaren";14370;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Haarlem";392;"Haarlem";162902;"22-07-2020";"04-08-2020";36;22,1;0;0;1;0,6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"22-07-2020";"04-08-2020";51;32,7;2;1,3;0;0
"Halderberge";1655;"Halderberge";30284;"22-07-2020";"04-08-2020";8;26,4;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"22-07-2020";"04-08-2020";1;1,6;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"22-07-2020";"04-08-2020";1;2,1;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"22-07-2020";"04-08-2020";4;21,9;0;0;0;0
"Harlingen";72;"Harlingen";15722;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Hattem";244;"Hattem";12209;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Heemstede";397;"Heemstede";27234;"22-07-2020";"04-08-2020";2;7,3;0;0;0;0
"Heerde";246;"Heerde";18589;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"22-07-2020";"04-08-2020";8;13,9;0;0;0;0
"Heerlen";917;"Heerlen";87086;"22-07-2020";"04-08-2020";6;6,9;0;0;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"22-07-2020";"04-08-2020";1;6,2;0;0;0;0
"Heiloo";399;"Heiloo";23968;"22-07-2020";"04-08-2020";2;8,3;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"22-07-2020";"04-08-2020";1;2,8;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"22-07-2020";"04-08-2020";12;29,9;0;0;0;0
"Helmond";794;"Helmond";92423;"22-07-2020";"04-08-2020";17;18,4;0;0;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"22-07-2020";"04-08-2020";10;32;0;0;0;0
"Hengelo";164;"Hengelo";81140;"22-07-2020";"04-08-2020";7;8,6;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"22-07-2020";"04-08-2020";18;11,6;0;0;0;0
"Het Hogeland";1966;"Het Hogeland";47801;"22-07-2020";"04-08-2020";4;8,4;0;0;0;0
"Heumen";252;"Heumen";16454;"22-07-2020";"04-08-2020";2;12,2;0;0;0;0
"Heusden";797;"Heusden";44692;"22-07-2020";"04-08-2020";15;33,6;0;0;0;0
"Hillegom";534;"Hillegom";22209;"22-07-2020";"04-08-2020";12;54;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"22-07-2020";"04-08-2020";1;6,4;0;0;0;0
"Hilversum";402;"Hilversum";90831;"22-07-2020";"04-08-2020";17;18,7;0;0;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"22-07-2020";"04-08-2020";13;14,9;0;0;0;0
"Hof van Twente";1735;"Hof van Twente";35017;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"22-07-2020";"04-08-2020";1;2,1;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"22-07-2020";"04-08-2020";8;14,4;0;0;0;0
"Hoorn";405;"Hoorn";73261;"22-07-2020";"04-08-2020";19;25,9;0;0;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"22-07-2020";"04-08-2020";1;2,4;0;0;0;0
"Houten";321;"Houten";50146;"22-07-2020";"04-08-2020";14;27,9;0;0;0;0
"Huizen";406;"Huizen";41273;"22-07-2020";"04-08-2020";11;26,7;0;0;0;0
"Hulst";677;"Hulst";27556;"22-07-2020";"04-08-2020";4;14,5;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"22-07-2020";"04-08-2020";3;8,8;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"22-07-2020";"04-08-2020";1;3,7;0;0;0;0
"Kampen";166;"Kampen";54319;"22-07-2020";"04-08-2020";2;3,7;0;0;0;0
"Kapelle";678;"Kapelle";12695;"22-07-2020";"04-08-2020";2;15,8;0;0;0;0
"Katwijk";537;"Katwijk";65753;"22-07-2020";"04-08-2020";6;9,1;0;0;0;0
"Kerkrade";928;"Kerkrade";45749;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Koggenland";1598;"Koggenland";22749;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"22-07-2020";"04-08-2020";9;30,5;1;3,4;0;0
