"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Asten";743;"Asten";16721;"19-08-2020";"01-09-2020";2;12;1;6;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"19-08-2020";"01-09-2020";7;102,1;0;0;0;0
"Baarn";308;"Baarn";24868;"19-08-2020";"01-09-2020";6;24,1;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"19-08-2020";"01-09-2020";21;43,1;0;0;0;0
"Barneveld";203;"Barneveld";59082;"19-08-2020";"01-09-2020";14;23,7;0;0;1;1,7
"Beek";888;"Beek";15865;"19-08-2020";"01-09-2020";5;31,5;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"19-08-2020";"01-09-2020";5;13,9;0;0;0;0
"Beemster";370;"Beemster";10022;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Beesel";889;"Beesel";13482;"19-08-2020";"01-09-2020";2;14,8;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"19-08-2020";"01-09-2020";4;11,4;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"19-08-2020";"01-09-2020";7;37,6;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"19-08-2020";"01-09-2020";6;20,1;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"19-08-2020";"01-09-2020";23;34,1;0;0;0;0
"Berkelland";1859;"Berkelland";43747;"19-08-2020";"01-09-2020";3;6,9;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"19-08-2020";"01-09-2020";13;41,6;0;0;0;0
"Best";753;"Best";29988;"19-08-2020";"01-09-2020";12;40;0;0;0;0
"Beuningen";209;"Beuningen";25890;"19-08-2020";"01-09-2020";9;34,8;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"19-08-2020";"01-09-2020";17;40,8;0;0;0;0
"Bladel";1728;"Bladel";20390;"19-08-2020";"01-09-2020";5;24,5;0;0;0;0
"Blaricum";376;"Blaricum";11540;"19-08-2020";"01-09-2020";4;34,7;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"19-08-2020";"01-09-2020";11;46,7;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"19-08-2020";"01-09-2020";15;43;0;0;0;0
"Boekel";755;"Boekel";10785;"19-08-2020";"01-09-2020";1;9,3;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Borne";147;"Borne";23312;"19-08-2020";"01-09-2020";3;12,9;0;0;0;0
"Borsele";654;"Borsele";22739;"19-08-2020";"01-09-2020";3;13,2;0;0;1;4,4
"Boxmeer";756;"Boxmeer";29365;"19-08-2020";"01-09-2020";9;30,6;0;0;0;0
"Boxtel";757;"Boxtel";30801;"19-08-2020";"01-09-2020";15;48,7;0;0;0;0
"Breda";758;"Breda";184069;"19-08-2020";"01-09-2020";93;50,5;1;0,5;0;0
"Brielle";501;"Brielle";17271;"19-08-2020";"01-09-2020";9;52,1;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"19-08-2020";"01-09-2020";2;5,5;0;0;0;0
"Brummen";213;"Brummen";20726;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Brunssum";899;"Brunssum";27821;"19-08-2020";"01-09-2020";10;35,9;0;0;0;0
"Bunnik";312;"Bunnik";15191;"19-08-2020";"01-09-2020";4;26,3;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"19-08-2020";"01-09-2020";12;54,9;0;0;0;0
"Buren";214;"Buren";26749;"19-08-2020";"01-09-2020";2;7,5;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"19-08-2020";"01-09-2020";34;50,7;0;0;4;6
"Castricum";383;"Castricum";35986;"19-08-2020";"01-09-2020";5;13,9;0;0;0;0
"Coevorden";109;"Coevorden";35297;"19-08-2020";"01-09-2020";2;5,7;0;0;0;0
"Cranendonck";1706;"Cranendonck";21138;"19-08-2020";"01-09-2020";4;18,9;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"19-08-2020";"01-09-2020";6;23,9;1;4;0;0
"Culemborg";216;"Culemborg";28955;"19-08-2020";"01-09-2020";8;27,6;0;0;0;0
"Dalfsen";148;"Dalfsen";28587;"19-08-2020";"01-09-2020";7;24,5;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"19-08-2020";"01-09-2020";2;10,6;0;0;0;0
"De Bilt";310;"De Bilt";43137;"19-08-2020";"01-09-2020";10;23,2;0;0;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"19-08-2020";"01-09-2020";1;1,9;0;0;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"19-08-2020";"01-09-2020";20;45;0;0;0;0
"De Wolden";1690;"De Wolden";24330;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Delft";503;"Delft";103595;"19-08-2020";"01-09-2020";81;78,2;0;0;0;0
"Delfzijl";10;"Delfzijl";24678;"19-08-2020";"01-09-2020";23;93,2;0;0;0;0
"Den Helder";400;"Den Helder";56296;"19-08-2020";"01-09-2020";6;10,7;0;0;0;0
"Deurne";762;"Deurne";32471;"19-08-2020";"01-09-2020";18;55,4;0;0;1;3,1
"Deventer";150;"Deventer";100719;"19-08-2020";"01-09-2020";23;22,8;0;0;0;0
"Diemen";384;"Diemen";30780;"19-08-2020";"01-09-2020";31;100,7;0;0;1;3,2
"Dinkelland";1774;"Dinkelland";26461;"19-08-2020";"01-09-2020";6;22,7;0;0;0;0
"Doesburg";221;"Doesburg";11077;"19-08-2020";"01-09-2020";1;9;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"19-08-2020";"01-09-2020";9;15,5;0;0;0;0
"Dongen";766;"Dongen";26222;"19-08-2020";"01-09-2020";6;22,9;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"19-08-2020";"01-09-2020";53;44,4;0;0;0;0
"Drechterland";498;"Drechterland";19719;"19-08-2020";"01-09-2020";3;15,2;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"19-08-2020";"01-09-2020";4;14,7;0;0;0;0
"Dronten";303;"Dronten";41555;"19-08-2020";"01-09-2020";2;4,8;0;0;0;0
"Druten";225;"Druten";18926;"19-08-2020";"01-09-2020";4;21,1;0;0;0;0
"Duiven";226;"Duiven";25126;"19-08-2020";"01-09-2020";4;15,9;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"19-08-2020";"01-09-2020";2;6,3;0;0;2;6,3
"Edam-Volendam";385;"Edam-Volendam";36197;"19-08-2020";"01-09-2020";11;30,4;0;0;0;0
"Ede";228;"Ede";117165;"19-08-2020";"01-09-2020";36;30,7;1;0,9;2;1,7
"Eemnes";317;"Eemnes";9247;"19-08-2020";"01-09-2020";6;64,9;0;0;0;0
"Eersel";770;"Eersel";19313;"19-08-2020";"01-09-2020";11;57;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"19-08-2020";"01-09-2020";3;11,6;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"19-08-2020";"01-09-2020";110;46,9;0;0;0;0
"Elburg";230;"Elburg";23161;"19-08-2020";"01-09-2020";5;21,6;0;0;0;0
"Emmen";114;"Emmen";107048;"19-08-2020";"01-09-2020";1;0,9;0;0;0;0
"Enkhuizen";388;"Enkhuizen";18591;"19-08-2020";"01-09-2020";1;5,4;0;0;0;0
"Enschede";153;"Enschede";159640;"19-08-2020";"01-09-2020";25;15,7;1;0,6;0;0
"Epe";232;"Epe";33178;"19-08-2020";"01-09-2020";1;3;0;0;0;0
"Ermelo";233;"Ermelo";27008;"19-08-2020";"01-09-2020";17;62,9;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"19-08-2020";"01-09-2020";6;13,7;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"19-08-2020";"01-09-2020";11;51,1;1;4,6;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"19-08-2020";"01-09-2020";6;15,1;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"19-08-2020";"01-09-2020";13;42,3;0;0;0;0
"Gennep";907;"Gennep";16921;"19-08-2020";"01-09-2020";18;106,4;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"19-08-2020";"01-09-2020";21;79,5;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"19-08-2020";"01-09-2020";15;30;0;0;0;0
"Goes";664;"Goes";38082;"19-08-2020";"01-09-2020";8;21;0;0;2;5,3
"Goirle";785;"Goirle";23904;"19-08-2020";"01-09-2020";7;29,3;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"19-08-2020";"01-09-2020";26;44,8;0;0;0;0
"Gorinchem";512;"Gorinchem";37022;"19-08-2020";"01-09-2020";18;48,6;0;0;1;2,7
"Gouda";513;"Gouda";73427;"19-08-2020";"01-09-2020";47;64;0;0;1;1,4
"Grave";786;"Grave";12436;"19-08-2020";"01-09-2020";3;24,1;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"19-08-2020";"01-09-2020";650;119,1;11;2;4;0,7
"Groningen";14;"Groningen";232874;"19-08-2020";"01-09-2020";42;18;0;0;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"19-08-2020";"01-09-2020";1;7,1;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"19-08-2020";"01-09-2020";2;8,2;0;0;0;0
"Haaren";788;"Haaren";14370;"19-08-2020";"01-09-2020";9;62,6;0;0;0;0
"Haarlem";392;"Haarlem";162902;"19-08-2020";"01-09-2020";86;52,8;1;0,6;1;0,6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"19-08-2020";"01-09-2020";72;46,2;1;0,6;0;0
"Halderberge";1655;"Halderberge";30284;"19-08-2020";"01-09-2020";17;56,1;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"19-08-2020";"01-09-2020";4;6,6;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"19-08-2020";"01-09-2020";26;53,7;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"19-08-2020";"01-09-2020";6;32,8;0;0;0;0
"Harlingen";72;"Harlingen";15722;"19-08-2020";"01-09-2020";1;6,4;0;0;0;0
"Hattem";244;"Hattem";12209;"19-08-2020";"01-09-2020";3;24,6;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"19-08-2020";"01-09-2020";10;25,5;1;2,6;0;0
"Heemstede";397;"Heemstede";27234;"19-08-2020";"01-09-2020";16;58,8;0;0;0;0
"Heerde";246;"Heerde";18589;"19-08-2020";"01-09-2020";3;16,1;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"19-08-2020";"01-09-2020";6;11,9;0;0;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"19-08-2020";"01-09-2020";29;50,4;0;0;0;0
"Heerlen";917;"Heerlen";87086;"19-08-2020";"01-09-2020";38;43,6;0;0;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"19-08-2020";"01-09-2020";3;18,6;0;0;0;0
"Heiloo";399;"Heiloo";23968;"19-08-2020";"01-09-2020";4;16,7;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"19-08-2020";"01-09-2020";10;24,9;0;0;1;2,5
"Helmond";794;"Helmond";92423;"19-08-2020";"01-09-2020";46;49,8;0;0;1;1,1
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"19-08-2020";"01-09-2020";16;51,3;1;3,2;0;0
"Hengelo";164;"Hengelo";81140;"19-08-2020";"01-09-2020";14;17,3;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"19-08-2020";"01-09-2020";76;49;2;1,3;1;0,6
"Het Hogeland";1966;"Het Hogeland";47801;"19-08-2020";"01-09-2020";3;6,3;0;0;0;0
"Heumen";252;"Heumen";16454;"19-08-2020";"01-09-2020";4;24,3;0;0;0;0
"Heusden";797;"Heusden";44692;"19-08-2020";"01-09-2020";8;17,9;0;0;0;0
"Hillegom";534;"Hillegom";22209;"19-08-2020";"01-09-2020";11;49,5;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"19-08-2020";"01-09-2020";9;58;0;0;0;0
"Hilversum";402;"Hilversum";90831;"19-08-2020";"01-09-2020";54;59,5;1;1,1;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"19-08-2020";"01-09-2020";29;33,2;0;0;0;0
"Hof van Twente";1735;"Hof van Twente";35017;"19-08-2020";"01-09-2020";1;2,9;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"19-08-2020";"01-09-2020";11;22,7;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Hoorn";405;"Hoorn";73261;"19-08-2020";"01-09-2020";20;27,3;0;0;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"19-08-2020";"01-09-2020";6;14,1;0;0;0;0
"Houten";321;"Houten";50146;"19-08-2020";"01-09-2020";7;14;1;2;0;0
"Huizen";406;"Huizen";41273;"19-08-2020";"01-09-2020";33;80;0;0;0;0
"Hulst";677;"Hulst";27556;"19-08-2020";"01-09-2020";9;32,7;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"19-08-2020";"01-09-2020";18;52,8;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"19-08-2020";"01-09-2020";3;11;0;0;0;0
"Kampen";166;"Kampen";54319;"19-08-2020";"01-09-2020";9;16,6;0;0;0;0
"Kapelle";678;"Kapelle";12695;"19-08-2020";"01-09-2020";2;15,8;0;0;0;0
"Katwijk";537;"Katwijk";65753;"19-08-2020";"01-09-2020";5;7,6;0;0;0;0
"Kerkrade";928;"Kerkrade";45749;"19-08-2020";"01-09-2020";7;15,3;0;0;0;0
"Koggenland";1598;"Koggenland";22749;"19-08-2020";"01-09-2020";15;65,9;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"19-08-2020";"01-09-2020";7;23,7;0;0;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"19-08-2020";"01-09-2020";20;35,5;0;0;0;0
"Laarbeek";1659;"Laarbeek";22523;"19-08-2020";"01-09-2020";12;53,3;0;0;0;0
"Landerd";1685;"Landerd";15730;"19-08-2020";"01-09-2020";2;12,7;1;6,4;0;0
"Landgraaf";882;"Landgraaf";37445;"19-08-2020";"01-09-2020";6;16;0;0;0;0
"Landsmeer";415;"Landsmeer";11491;"19-08-2020";"01-09-2020";9;78,3;0;0;0;0
"Langedijk";416;"Langedijk";28163;"19-08-2020";"01-09-2020";10;35,5;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"19-08-2020";"01-09-2020";18;28,9;0;0;0;0
"Laren";417;"Laren";11280;"19-08-2020";"01-09-2020";9;79,8;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"19-08-2020";"01-09-2020";33;26,6;1;0,8;0;0
"Leiden";546;"Leiden";125099;"19-08-2020";"01-09-2020";54;43,2;1;0,8;1;0,8
"Leiderdorp";547;"Leiderdorp";27056;"19-08-2020";"01-09-2020";6;22,2;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"19-08-2020";"01-09-2020";43;56,2;1;1,3;1;1,3
"Lelystad";995;"Lelystad";78598;"19-08-2020";"01-09-2020";26;33,1;1;1,3;1;1,3
"Leudal";1640;"Leudal";35879;"19-08-2020";"01-09-2020";4;11,1;0;0;0;0
"Leusden";327;"Leusden";30401;"19-08-2020";"01-09-2020";11;36,2;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"19-08-2020";"01-09-2020";4;8,6;0;0;0;0
"Lisse";553;"Lisse";22955;"19-08-2020";"01-09-2020";7;30,5;0;0;0;0
"Lochem";262;"Lochem";33729;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"19-08-2020";"01-09-2020";11;47;0;0;0;0
"Lopik";331;"Lopik";14467;"19-08-2020";"01-09-2020";5;34,6;0;0;0;0
"Loppersum";24;"Loppersum";9537;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Losser";168;"Losser";22683;"19-08-2020";"01-09-2020";3;13,2;0;0;0;0
"Maasdriel";263;"Maasdriel";25030;"19-08-2020";"01-09-2020";1;4;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"19-08-2020";"01-09-2020";4;16,7;1;4,2;1;4,2
"Maassluis";556;"Maassluis";33213;"19-08-2020";"01-09-2020";24;72,3;1;3;0;0
"Maastricht";935;"Maastricht";121575;"19-08-2020";"01-09-2020";63;51,8;1;0,8;0;0
"Medemblik";420;"Medemblik";45101;"19-08-2020";"01-09-2020";3;6,7;0;0;0;0
"Meerssen";938;"Meerssen";18828;"19-08-2020";"01-09-2020";4;21,2;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"19-08-2020";"01-09-2020";28;34,5;0;0;0;0
"Meppel";119;"Meppel";33920;"19-08-2020";"01-09-2020";3;8,8;0;0;0;0
"Middelburg";687;"Middelburg";48822;"19-08-2020";"01-09-2020";12;24,6;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"19-08-2020";"01-09-2020";6;31;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"19-08-2020";"01-09-2020";1;3;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"19-08-2020";"01-09-2020";4;6,6;0;0;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"19-08-2020";"01-09-2020";4;36,6;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"19-08-2020";"01-09-2020";5;13,5;0;0;0;0
"Molenlanden";1978;"Molenlanden";43909;"19-08-2020";"01-09-2020";5;11,4;0;0;0;0
"Montferland";1955;"Montferland";36011;"19-08-2020";"01-09-2020";7;19,4;0;0;0;0
"Montfoort";335;"Montfoort";13917;"19-08-2020";"01-09-2020";21;150,9;0;0;1;7,2
"Mook en Middelaar";944;"Mook en Middelaar";7847;"19-08-2020";"01-09-2020";3;38,2;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"19-08-2020";"01-09-2020";2;8,2;0;0;0;0
"Nederweert";946;"Nederweert";17019;"19-08-2020";"01-09-2020";2;11,8;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"19-08-2020";"01-09-2020";20;31,5;0;0;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"19-08-2020";"01-09-2020";3;10,4;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"19-08-2020";"01-09-2020";15;34,7;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"19-08-2020";"01-09-2020";76;42,8;2;1,1;1;0,6
"Nissewaard";1930;"Nissewaard";85219;"19-08-2020";"01-09-2020";15;17,6;0;0;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"19-08-2020";"01-09-2020";1;2,2;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"19-08-2020";"01-09-2020";6;19,2;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"19-08-2020";"01-09-2020";4;8,5;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"19-08-2020";"01-09-2020";9;20,7;0;0;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"19-08-2020";"01-09-2020";10;42,8;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"19-08-2020";"01-09-2020";1;3,6;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"19-08-2020";"01-09-2020";13;52,3;0;0;0;0
"Oirschot";823;"Oirschot";18714;"19-08-2020";"01-09-2020";9;48,1;0;0;0;0
"Oisterwijk";824;"Oisterwijk";26245;"19-08-2020";"01-09-2020";3;11,4;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"19-08-2020";"01-09-2020";1;2,6;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"19-08-2020";"01-09-2020";4;16,9;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"19-08-2020";"01-09-2020";12;37,7;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"19-08-2020";"01-09-2020";2;11;0;0;0;0
"Ommen";175;"Ommen";18009;"19-08-2020";"01-09-2020";9;50;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"19-08-2020";"01-09-2020";3;10,1;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"19-08-2020";"01-09-2020";25;44,7;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"19-08-2020";"01-09-2020";2;7,9;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"19-08-2020";"01-09-2020";1;10,3;0;0;0;0
"Opmeer";432;"Opmeer";11836;"19-08-2020";"01-09-2020";2;16,9;0;0;0;0
"Opsterland";86;"Opsterland";29733;"19-08-2020";"01-09-2020";1;3,4;0;0;0;0
"Oss";828;"Oss";91915;"19-08-2020";"01-09-2020";41;44,6;0;0;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"19-08-2020";"01-09-2020";24;60,9;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"19-08-2020";"01-09-2020";13;92,7;0;0;0;0
"Oudewater";589;"Oudewater";10230;"19-08-2020";"01-09-2020";3;29,3;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"19-08-2020";"01-09-2020";7;14,6;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"19-08-2020";"01-09-2020";7;21,8;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"19-08-2020";"01-09-2020";5;11,5;0;0;0;0
"Pekela";765;"Pekela";12196;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"19-08-2020";"01-09-2020";17;30,7;0;0;0;0
"Purmerend";439;"Purmerend";81249;"19-08-2020";"01-09-2020";21;25,8;1;1,2;0;0
"Putten";273;"Putten";24112;"19-08-2020";"01-09-2020";4;16,6;0;0;0;0
"Raalte";177;"Raalte";37712;"19-08-2020";"01-09-2020";6;15,9;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Renkum";274;"Renkum";31419;"19-08-2020";"01-09-2020";6;19,1;0;0;0;0
"Renswoude";339;"Renswoude";5444;"19-08-2020";"01-09-2020";3;55,1;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"19-08-2020";"01-09-2020";2;15,3;0;0;0;0
"Rheden";275;"Rheden";43761;"19-08-2020";"01-09-2020";9;20,6;0;0;0;0
"Rhenen";340;"Rhenen";20119;"19-08-2020";"01-09-2020";1;5;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"19-08-2020";"01-09-2020";14;30,3;0;0;1;2,2
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"19-08-2020";"01-09-2020";31;56,9;1;1,8;3;5,5
"Roerdalen";1669;"Roerdalen";20574;"19-08-2020";"01-09-2020";3;14,6;0;0;0;0
"Roermond";957;"Roermond";58260;"19-08-2020";"01-09-2020";16;27,5;0;0;0;0
"Roosendaal";1674;"Roosendaal";77251;"19-08-2020";"01-09-2020";20;25,9;0;0;0;0
"Rotterdam";599;"Rotterdam";651157;"19-08-2020";"01-09-2020";763;117,2;14;2,2;4;0,6
"Rozendaal";277;"Rozendaal";1704;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"19-08-2020";"01-09-2020";4;17,5;0;0;0;0
"Schagen";441;"Schagen";46483;"19-08-2020";"01-09-2020";5;10,8;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"19-08-2020";"01-09-2020";1;10,1;0;0;0;0
"Schiedam";606;"Schiedam";78730;"19-08-2020";"01-09-2020";52;66;1;1,3;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"19-08-2020";"01-09-2020";5;14,8;0;0;0;0
"Simpelveld";965;"Simpelveld";10555;"19-08-2020";"01-09-2020";0;0;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"19-08-2020";"01-09-2020";2;17,1;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"19-08-2020";"01-09-2020";7;24;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"19-08-2020";"01-09-2020";28;30,3;1;1,1;0;0
"Sliedrecht";610;"Sliedrecht";25220;"19-08-2020";"01-09-2020";7;27,8;0;0;0;0
"Sluis";1714;"Sluis";23210;"19-08-2020";"01-09-2020";3;12,9;0;0;0;0
